"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00115772","1997","40.9362","-90.7197","220.7","MONMOUTH 4 NW, IL US","423.2","","423.2","0","110","0","67","0","45","","13","0","13","0","143","0","51","0","138","0","17","0","-25.0","0,0128,+","254",",0,0412,+","254",",0,0411,","64.0",",0,0221,","35.0","0,0727,+","0.0","0,1014","-5.0","0,1022","-5.0","0,1022","-8.3","0,1112","-8.9","0,1117","0.0","0,0516","-3.3","0,0417","-5.0","0,0414","-8.9","0,0409","-8.9","0,0409","3856.4","","3856.4","0","917.9",",0","939",",0","9.30","0","14.74","0","3.86","0"
"USC00115772","1998","40.9362","-90.7197","220.7","MONMOUTH 4 NW, IL US","569.0","","569.0","0","120","0","75","0","","","4","0","4","0","102","0","32","0","154","0","15","0","-21.7","0,1231,","","","86",",0,1231,","83.3",",0,1005,","35.0","0,0721,","-0.6","0,1022","-3.9","0,1105","-5.6","0,1107","-7.2","0,1220","-9.4","0,1221","-0.6","0,0405","-3.9","0,0324","-6.7","0,0315","-6.7","0,0315","-13.9","0,0313","3226.9","","3226.9","0","1220.5",",0","331",",0","11.70","0","16.80","0","6.59","0"
"USC00115772","1999","40.9362","-90.7197","220.7","MONMOUTH 4 NW, IL US","465.1","","465.1","0","109","0","65","0","","","5","0","13","0","130","0","35","0","167","0","23","0","-30.6","0,0105,","","","140",",0,0102,","79.8",",0,0928,","35.6","0,0731,+","0.0","0,0921","-2.8","0,1018","-5.0","0,1024","-6.7","0,1103","-9.4","0,1130","0.0","0,0420","-4.4","0,0327","-4.4","0,0327","-7.2","0,0326","-8.9","0,0312","3174.5","","3174.5","0","876.1",",0","479",",0","10.58","0","16.71","0","4.45","0"
"USC00115772","2000","40.9362","-90.7197","220.7","MONMOUTH 4 NW, IL US","472.6","","472.6","0","131","0","70","0","","","12","0","18","0","128","0","51","0","172","0","12","0","-27.2","0,1225,","","","152",",0,1219,+","55.9",",0,0923,","37.8","0,0902,","-3.9","0,1007","-3.9","0,1007","-7.2","0,1115","-7.2","0,1115","-8.9","0,1118","-2.8","0,0412","-2.8","0,0412","-4.4","0,0408","-7.8","0,0317","-10.0","0,0219","3063.5","","3063.5","0","871.3",",0","956",",0","10.04","0","16.14","0","3.95","0"
"USC00115772","2001","40.9362","-90.7197","220.7","MONMOUTH 4 NW, IL US","485.6","","485.6","0","135","0","84","0","45","","8","0","6","0","126","0","43","0","157","0","23","0","-22.8","0,0101,","483",",0,0103,+","76",",0,0317,+","39.1",",0,0521,","36.7","0,0708,","0.0","0,1006","-3.9","0,1017","-6.1","0,1120","-7.2","0,1209","-11.1","0,1224","-2.2","0,0418","-2.2","0,0418","-4.4","0,0417","-11.1","0,0326","-11.1","0,0326","3618.2","","3618.2","0","1020.8",",0","406",",0","10.65","0","16.62","0","4.69","0"
"USC00115772","2002","40.9362","-90.7197","220.7","MONMOUTH 4 NW, IL US","597.2","","597.2","0","102","0","58","0","20","","5","0","2","0","138","0","28","0","146","0","38","0","-22.8","0,0304,","254",",0,0131,","178",",0,0201,","76.5",",0,0823,","34.4","0,0721,+","-0.6","0,1013","-5.6","0,1020","-5.6","0,1020","-6.7","0,1117","-12.2","0,1127","-2.2","0,0426","-2.2","0,0426","-6.1","0,0406","-7.8","0,0404","-9.4","0,0323","3018.4","","3018.4","0","844.6",",0","404",",0","10.52","0","16.54","0","4.51","0"
"USC00115772","2003","40.9362","-90.7197","220.7","MONMOUTH 4 NW, IL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3544.2","","3544.2","0","","","","","","","","","",""
"USC00115772","2007","40.9362","-90.7197","220.7","MONMOUTH 4 NW, IL US","","","","","91","0","59","0","36","","11","0","","","","","","","","","","","","","152",",0,1231,+","127",",0,0121,","53.8",",0,0622,","","","","","","","","","","","","","","","","","","","","","","","","","","","872.2",",0","690",",0","","","","","",""
"USC00115772","2008","40.9362","-90.7197","220.7","MONMOUTH 4 NW, IL US","","","","","108","0","73","0","","","","","","","","","","","","","","","","","","","","","104.1",",0,0913,","","","","","","","","","","","","","","","","","","","","","","","","","","","1097.4",",0","","","","","","","",""
"USC00115772","2009","40.9362","-90.7197","220.7","MONMOUTH 4 NW, IL US","294.8","","294.8","0","110","0","79","0","","","12","0","12","0","131","0","60","0","137","0","4","0","-30.6","0,0116,+","","","76",",0,1208,+","54.1",",0,0516,","33.3","0,0624,","-2.2","0,1010","-2.2","0,1010","-5.0","0,1127","-7.8","0,1204","-9.4","0,1205","-2.8","0,0412","-2.8","0,0412","-6.7","0,0314","-6.7","0,0314","-11.7","0,0313","","","","","1198.8",",0","507",",0","9.05","0","14.32","0","3.79","0"
